Unnamed: 0,gsm,score,gse,title,source_name,characteristics,geo_summary,geo_design,pubmed_ids,tissue,species,archs4_index,geo_platform_biopython,geo_taxon_biopython,geo_entry_type_biopython,geo_gds_type_biopython,geo_pdat_biopython,geo_n_samples_biopython,geo_ftp_link_biopython,pubmed_title_biopython,pubmed_journal_biopython,pubmed_pub_date_biopython,pubmed_doi_biopython,spaceflight
0,GSM6431235,0.9962438344955444,GSE210492,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration,,"strain: C57BL/6J,gender: Male,age: 30 days,pmi interval: 1 h,tissue: RPE/choroid","To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778.0,,,671374,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187,Basal Control
1,GSM6431239,0.9958773851394652,GSE210492,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration,,"strain: C57BL/6J,gender: Male,age: 30 days,pmi interval: 6 h,tissue: RPE/choroid","To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778.0,,,671378,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187,Basal Control
2,GSM6431243,0.9954630136489868,GSE210492,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration,,"strain: C57BL/6J,gender: Male,age: 30 days,pmi interval: 12 h,tissue: RPE/choroid","To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778.0,,,671382,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187,Basal Control
3,GSM4008385,0.9953919649124146,GSE135415,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium,,"strain: C57BL/6J,gender: Male,age: 30 days,pmi interval: 12 h,tissue: RPE/choroid","Accurate analysis of gene expression in human tissues using RNA Sequencing is often dependent on the quality of source material. One major source of variation in mRNA quality is post-mortem time. While it is known that individual transcripts show differential post-mortem stability, few studies have directly and comprehensively analyzed mRNA stability following death, and in particular, the extent to which tissue- and species-specific factors influence post-mortem mRNA stability are poorly understood. This knowledge is particularly important for ocular tissues studies, where tissues obtained post-mortem are frequently used for research or therapeutic applications. To directly investigate this question, we profiled mRNA levels in both neuroretina and retinal pigment epithelium (RPE) from mouse and baboon over a series of post-mortem intervals. We found substantial changes in gene expression as early as 15 minutes in the mouse and as early as three hours in the baboon eye tissues. Importantly, our findings demonstrate both tissue- and species- specific patterns of RNA metabolism, by identifying a set of genes that are either rapidly degraded or very stable in both species and/or tissues. Taken together, the data from this study lays the foundation for understanding RNA regulation post-mortem, and provide novel insights into RNA metabolism in the tissues of the mammalian eye.",Mice at different post-mortem intervals were used to collect retina and RPE/choroid tissues.,31616038.0,,,278710,GPL27009; GPL19057,Papio anubis; Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/04,106,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135415/,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium.,Scientific reports,2019 Oct 15,10.1038/s41598-019-51379-3,Basal Control
4,GSM4008373,0.9953626990318298,GSE135415,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium,,"strain: C57BL/6J,gender: Male,age: 30 days,pmi interval: 12 h,tissue: RPE/choroid","Accurate analysis of gene expression in human tissues using RNA Sequencing is often dependent on the quality of source material. One major source of variation in mRNA quality is post-mortem time. While it is known that individual transcripts show differential post-mortem stability, few studies have directly and comprehensively analyzed mRNA stability following death, and in particular, the extent to which tissue- and species-specific factors influence post-mortem mRNA stability are poorly understood. This knowledge is particularly important for ocular tissues studies, where tissues obtained post-mortem are frequently used for research or therapeutic applications. To directly investigate this question, we profiled mRNA levels in both neuroretina and retinal pigment epithelium (RPE) from mouse and baboon over a series of post-mortem intervals. We found substantial changes in gene expression as early as 15 minutes in the mouse and as early as three hours in the baboon eye tissues. Importantly, our findings demonstrate both tissue- and species- specific patterns of RNA metabolism, by identifying a set of genes that are either rapidly degraded or very stable in both species and/or tissues. Taken together, the data from this study lays the foundation for understanding RNA regulation post-mortem, and provide novel insights into RNA metabolism in the tissues of the mammalian eye.",Mice at different post-mortem intervals were used to collect retina and RPE/choroid tissues.,31616038.0,,,278698,GPL27009; GPL19057,Papio anubis; Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/04,106,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135415/,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium.,Scientific reports,2019 Oct 15,10.1038/s41598-019-51379-3,Basal Control
5,GSM6431244,0.9953594207763672,GSE210492,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration,,"strain: C57BL/6,tissue: Retina,genotype: UXT-CKO","To characterize female aged Efemp1 R345W knock-in (Efemp1ki/ki) mice, a model for Doyne honeycomb retinal dystrophy/malattia leventinese by bulk RNA sequencing We performed differential expression and gene set enrichment analysis analysis using data obtained from RNA-seq of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice",Gene expression profiling analysis of RNA-seq data of of the neural retina and posterior eyecups (whole eye without lens and retina) from 3- to 17-month-old Efemp1+/+ and Efemp1ki/ki mice,35943778.0,,,671383,GPL21103,Mus musculus,GSE,Expression profiling by high throughput sequencing,2022/08/10,93,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210492/,Complement factor B is critical for sub-RPE deposit accumulation in a model of Doyne honeycomb retinal dystrophy with features of age-related macular degeneration.,Human molecular genetics,2023 Jan 6,10.1093/hmg/ddac187,Basal Control
6,GSM4008384,0.9953354597091676,GSE135415,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium,,"strain: C57BL/6,tissue: Retina,genotype: UXT-CKO","Accurate analysis of gene expression in human tissues using RNA Sequencing is often dependent on the quality of source material. One major source of variation in mRNA quality is post-mortem time. While it is known that individual transcripts show differential post-mortem stability, few studies have directly and comprehensively analyzed mRNA stability following death, and in particular, the extent to which tissue- and species-specific factors influence post-mortem mRNA stability are poorly understood. This knowledge is particularly important for ocular tissues studies, where tissues obtained post-mortem are frequently used for research or therapeutic applications. To directly investigate this question, we profiled mRNA levels in both neuroretina and retinal pigment epithelium (RPE) from mouse and baboon over a series of post-mortem intervals. We found substantial changes in gene expression as early as 15 minutes in the mouse and as early as three hours in the baboon eye tissues. Importantly, our findings demonstrate both tissue- and species- specific patterns of RNA metabolism, by identifying a set of genes that are either rapidly degraded or very stable in both species and/or tissues. Taken together, the data from this study lays the foundation for understanding RNA regulation post-mortem, and provide novel insights into RNA metabolism in the tissues of the mammalian eye.",Mice at different post-mortem intervals were used to collect retina and RPE/choroid tissues.,31616038.0,,,278709,GPL27009; GPL19057,Papio anubis; Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/04,106,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135415/,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium.,Scientific reports,2019 Oct 15,10.1038/s41598-019-51379-3,Basal Control
7,GSM4008381,0.9951471090316772,GSE135415,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium,,"tissue: Eye,Sex: male,age: 8-week-old,strain: C57BL/6J","Accurate analysis of gene expression in human tissues using RNA Sequencing is often dependent on the quality of source material. One major source of variation in mRNA quality is post-mortem time. While it is known that individual transcripts show differential post-mortem stability, few studies have directly and comprehensively analyzed mRNA stability following death, and in particular, the extent to which tissue- and species-specific factors influence post-mortem mRNA stability are poorly understood. This knowledge is particularly important for ocular tissues studies, where tissues obtained post-mortem are frequently used for research or therapeutic applications. To directly investigate this question, we profiled mRNA levels in both neuroretina and retinal pigment epithelium (RPE) from mouse and baboon over a series of post-mortem intervals. We found substantial changes in gene expression as early as 15 minutes in the mouse and as early as three hours in the baboon eye tissues. Importantly, our findings demonstrate both tissue- and species- specific patterns of RNA metabolism, by identifying a set of genes that are either rapidly degraded or very stable in both species and/or tissues. Taken together, the data from this study lays the foundation for understanding RNA regulation post-mortem, and provide novel insights into RNA metabolism in the tissues of the mammalian eye.",Mice at different post-mortem intervals were used to collect retina and RPE/choroid tissues.,31616038.0,,,278706,GPL27009; GPL19057,Papio anubis; Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/04,106,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135415/,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium.,Scientific reports,2019 Oct 15,10.1038/s41598-019-51379-3,Basal Control
8,GSM4008386,0.9948325157165528,GSE135415,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium,,"well: D06,volume_.ul.: 23,amount_.ng.: 2111.4,concentration_.ng.ul.: 91.8,disease: Healthy,tissue: RPE,angiogram: 1,inflammation_stage: 1,retina_thickness: 228,hyperfluorescent_foci: 1,rna_extraction_date: 2021-04-28T00:00:00Z,treatment_set_number: 2,treatment_set_name: AAVstuffer_high,animal_id: 202,eye: OD,mouse_cage_number: 3,ivt_injected: Y,dissection_date: 2021-04-26T00:00:00Z,dissection_time: 1899-12-31T08:00:00Z,rna_extraction_batch: 1,weight_.g.: 26.9,fundus_bright_spots: 2,quant_.ng.ul.: 85,399,rin: 9.2,library_quant_.nm.: 130.5,library_size_.bp.: 368,replicate: 2,treatment: AAVstuffer_high,low_rin: FALSE,transgene: stuffer,cage_lot: cage_lot_1,exclude_vegf: FALSE,strain: C57BL/6J","Accurate analysis of gene expression in human tissues using RNA Sequencing is often dependent on the quality of source material. One major source of variation in mRNA quality is post-mortem time. While it is known that individual transcripts show differential post-mortem stability, few studies have directly and comprehensively analyzed mRNA stability following death, and in particular, the extent to which tissue- and species-specific factors influence post-mortem mRNA stability are poorly understood. This knowledge is particularly important for ocular tissues studies, where tissues obtained post-mortem are frequently used for research or therapeutic applications. To directly investigate this question, we profiled mRNA levels in both neuroretina and retinal pigment epithelium (RPE) from mouse and baboon over a series of post-mortem intervals. We found substantial changes in gene expression as early as 15 minutes in the mouse and as early as three hours in the baboon eye tissues. Importantly, our findings demonstrate both tissue- and species- specific patterns of RNA metabolism, by identifying a set of genes that are either rapidly degraded or very stable in both species and/or tissues. Taken together, the data from this study lays the foundation for understanding RNA regulation post-mortem, and provide novel insights into RNA metabolism in the tissues of the mammalian eye.",Mice at different post-mortem intervals were used to collect retina and RPE/choroid tissues.,31616038.0,,,278711,GPL27009; GPL19057,Papio anubis; Mus musculus,GSE,Expression profiling by high throughput sequencing,2019/11/04,106,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135415/,Tissue- and Species-Specific Patterns of RNA metabolism in Post-Mortem Mammalian Retina and Retinal Pigment Epithelium.,Scientific reports,2019 Oct 15,10.1038/s41598-019-51379-3,Basal Control
9,GSM6779210,0.994686245918274,GSE219252,Bulk RNA-seq of eyes isolated from wildtype and Stra6 knockout mice maintained on either a vitamin A sufficient or deficient diet,,"well: D09,volume_.ul.: 23,amount_.ng.: 1955,concentration_.ng.ul.: 85,disease: Healthy,tissue: RPE,angiogram: 1,inflammation_stage: 1,retina_thickness: 209,hyperfluorescent_foci: 1,rna_extraction_date: 2021-04-28T00:00:00Z,animal_id: 602,eye: OD,mouse_cage_number: 11,ivt_injected: N,dissection_date: 2021-04-26T00:00:00Z,dissection_time: 1899-12-31T10:00:00Z,rna_extraction_batch: 1,weight_.g.: 25.3,fundus_bright_spots: 1,quant_.ng.ul.: 75,417,rin: 9,library_quant_.nm.: 100,library_size_.bp.: 361,replicate: 2,treatment: none,low_rin: FALSE,transgene: none,cage_lot: cage_lot_1,exclude_vegf: FALSE,strain: C57BL/6J","Vitamin A deficiency is detrimental to the visual system throughout the lifecycle. Abundant expression of the retinoid transporter STRA6 in the retinal pigment epithelium (RPE) and homeostatic blood levels of retinol binding protein ensure the eyes are adequately supplied with the nutrient. STRA6 deficiency interrupts the supply pathway, but vitamin A in chylomicrons compensates for its failure. However, dependency on the chylomicron delivery pathway makes the eyes of STRA6-deficient mice vulnerable to dietary vitamin A deprivation. How the eyes adapt to vitamin A status has not been studied in molecular detail, and therefore we used RNA-seq to focus on diet-induced changes. We observed that mild ocular vitamin A deficiency was linked to an increase in transcript abundance levels of genes coding for proteins of stress pathways and a decrease in levels of transcripts coding for proteins of pathways of visual sensitivity and perception. These changes correlate with a loss of visual sensitivity and accumulation of fluorescent debris in the retina. Additionally, severe vitamin A deficiency decreased the transcript levels of genes involved in cell adhesion, cell differentiation, and transport of small molecules pathways. This response correlated with alterations in epithelial cell morphology and a “leaky” RPE barrier. Together, our analyses of STRA6-deficient mice define adaptive responses associated with ocular vitamin A status and reveal a previously unknown role of STRA6 in the maintenance and functioning of the outer blood-retina barrier.","Bulk RNA-Seq experiments were carried out using the RPE-choroid tissue isolated from wildtype and Stra6 knockout mice fed a vitamin A sufficient or deficient diet for 12 weeks. Five biological replicates were analyzed for each of four conditions (two genotypes; two diets per genotype). The wildtype, vitamin A sufficient samples were used as the control group.",37275262.0,,,714410,GPL24247,Mus musculus,GSE,Expression profiling by high throughput sequencing,2023/06/07,20,ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE219nnn/GSE219252/,Vitamin A deficiency compromises the barrier function of the retinal pigment epithelium.,PNAS nexus,2023 Jun,10.1093/pnasnexus/pgad167,Basal Control
